Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
66,954,76,Jun 22,MIN,,BOS,W6-0,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.216,.296,.412,.708,2,.35,0.077,.30,0.04%,0.07,14.00,18.70,SS
67,955,77,Jun 23,MIN,@,DET,W4-1,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.216,.295,.408,.703,2,.54,-0.032,.59,-0.02%,-0.34,3.00,3.00,SS
68,956,78,Jun 24,MIN,@,DET,L2-3,CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.220,.298,.421,.718,2,.89,0.101,.96,0.07%,0.86,17.00,21.70,SS
69,957,79,Jun 25,MIN,@,DET,W6-3,CG(10),5,5,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,.216,.293,.413,.705,3,2.03,-0.379,2.19,-0.25%,-2.47,2.00,3.20,SS
70,958,80,Jun 26,MIN,@,ATL,L1-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.213,.289,.407,.695,4,1.30,-0.137,1.28,-0.08%,-1.43,0.00,0.00,SS
71,959,81,Jun 27,MIN,@,ATL,L2-6,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.212,.287,.403,.690,2,1.02,-0.141,.91,-0.08%,-2.26,5.00,6.20,SS
72,960,83 (1),Jun 30,MIN,@,BAL,W8-1,GS-8,5,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.217,.292,.408,.700,1,.31,0.065,.29,0.04%,0.82,14.00,18.40,SS
73,961,84,Jul 1,MIN,@,BAL,W1-0,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.217,.292,.406,.697,1,.82,-0.018,.79,-0.01%,-0.18,3.00,3.00,SS
74,962,85,Jul 2,MIN,@,BAL,L1-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.218,.291,.404,.695,1,1.18,-0.065,1.16,-0.04%,-0.51,3.00,3.00,SS
75,963,86,Jul 3,MIN,,KCR,W8-4,CG,5,5,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.228,.299,.414,.713,1,.86,0.181,.76,0.10%,2.24,18.00,21.70,SS
76,964,87,Jul 4,MIN,,KCR,W9-3,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.227,.298,.410,.708,1,.47,-0.008,.46,-0.01%,-0.43,5.00,6.20,SS
77,965,88,Jul 5,MIN,,KCR,W5-0,CG,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.226,.300,.407,.707,1,.62,0.020,.63,0.01%,0.33,6.00,9.20,SS
78,966,89,Jul 7,MIN,,BAL,L1-3,CG(10),4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.226,.299,.405,.705,1,1.44,-0.155,1.53,-0.10%,-0.82,3.00,3.00,SS
79,967,90,Jul 8,MIN,,BAL,L2-6,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.225,.298,.402,.700,1,.57,-0.067,.59,-0.04%,-1.27,3.00,3.00,SS
80,968,91,Jul 9,MIN,,BAL,L2-15,GS-6,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.225,.299,.401,.700,1,.80,0.017,.79,0.01%,0.22,4.00,6.20,SS
81,969,92,Jul 14,MIN,@,OAK,W5-4,CG,5,5,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,.228,.301,.404,.704,1,1.93,-0.151,1.79,-0.08%,-0.57,10.00,12.20,SS
82,970,93,Jul 15,MIN,@,OAK,W10-7,CG,5,5,1,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,.233,.305,.410,.715,1,.98,0.050,.97,0.03%,0.92,17.00,22.20,SS
83,971,94,Jul 16,MIN,@,OAK,W5-4,CG,4,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.232,.307,.408,.715,1,.85,-0.005,.87,0.00%,0.12,4.00,6.00,SS
84,972,95,Jul 17,MIN,@,SEA,L6-7,CG,5,4,1,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,.232,.308,.409,.717,1,.91,0.119,.99,0.08%,0.70,11.00,15.70,SS
85,973,96,Jul 18,MIN,@,SEA,W10-3,CG,6,6,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.234,.309,.416,.725,1,.63,0.043,.66,0.03%,1.07,19.00,24.90,SS
86,974,97,Jul 19,MIN,@,SEA,W6-3,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.231,.305,.410,.715,1,1.30,-0.163,1.40,-0.11%,-1.80,0.00,0.00,SS
