Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
134,1858,134,Sep 1,LAD,,ATL,L3-6,GS-8,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.338,.414,.583,.996,2,.69,0.014,.10,0.00%,-0.03,3.00,3.00,1B
135,1859,135,Sep 2,LAD,,ATL,L2-4,CG(10),5,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.338,.414,.580,.994,2,1.34,0.008,.23,0.00%,0.28,5.00,6.00,1B
136,1860,136,Sep 3,LAD,,ATL,W3-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.335,.411,.576,.987,2,.98,-0.117,.21,-0.02%,-1.59,0.00,0.00,1B
137,1861,137,Sep 5,LAD,@,MIA,L3-6,CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.335,.410,.574,.983,2,1.44,0.062,.16,0.00%,0.56,5.00,6.50,1B
138,1862,138,Sep 6,LAD,@,MIA,L4-11,GS-6,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.334,.411,.572,.984,2,1.04,-0.009,.15,0.00%,-0.09,4.00,6.00,1B
139,1863,139,Sep 7,LAD,@,MIA,W10-0,GS-8,5,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.333,.411,.572,.983,2,.93,0.029,.15,0.00%,0.61,11.00,15.70,1B
140,1864,140,Sep 8,LAD,@,WSN,W8-5,CG,5,4,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,.336,.414,.575,.989,2,.84,0.156,.09,0.01%,1.49,17.00,21.40,1B
141,1865,141,Sep 9,LAD,@,WSN,L6-7,CG(11),6,5,0,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,.335,.413,.573,.987,2,2.67,-0.020,.24,0.00%,0.36,12.00,15.00,1B
142,1866,142,Sep 10,LAD,@,WSN,W7-3,CG,5,4,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.336,.415,.573,.988,2,.52,-0.002,.07,0.00%,-0.56,12.00,15.40,1B
143,1867,143,Sep 11,LAD,,SDP,L8-11,CG,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.335,.413,.570,.983,2,1.04,-0.125,.09,-0.01%,-1.30,5.00,6.20,1B
144,1868,144,Sep 12,LAD,,SDP,W11-2,CG,5,5,4,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,.339,.416,.579,.995,2,.45,0.186,.05,0.01%,3.07,33.00,43.80,1B
145,1869,145,Sep 13,LAD,,SDP,L1-6,GS-8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.337,.414,.576,.990,2,.96,-0.090,.11,-0.01%,-0.91,0.00,0.00,1B
146,1870,146,Sep 15,LAD,@,SEA,W6-3,CG,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,.336,.413,.573,.986,2,1.20,-0.013,.14,0.00%,-0.18,9.00,12.20,1B
147,1871,147,Sep 16,LAD,@,SEA,W6-2,CG(11),5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.335,.413,.570,.984,2,1.63,-0.098,.16,-0.01%,-0.39,5.00,6.00,1B
148,1872,149 (1),Sep 18,LAD,,DET,W8-3,CG,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.335,.414,.569,.983,2,.51,0.030,.03,0.00%,0.72,14.00,18.40,1B
149,1873,150,Sep 19,LAD,,DET,W3-2,CG,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.336,.414,.569,.983,2,2.03,-0.234,.12,-0.01%,-0.89,8.00,9.00,1B
150,1874,151,Sep 20,LAD,,DET,L2-4,CG,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.333,.411,.566,.977,2,1.35,-0.133,.09,-0.01%,-0.67,2.00,3.50,1B
151,1875,152,Sep 21,LAD,,SFG,W7-2,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.333,.410,.564,.974,2,.61,-0.064,.04,0.00%,-0.04,10.00,12.20,1B
152,1876,153,Sep 22,LAD,,SFG,L1-5,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.334,.411,.563,.974,2,1.49,0.082,.12,0.00%,0.91,8.00,9.50,1B
153,1877,154,Sep 23,LAD,,SFG,W7-0,CG,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,.334,.411,.563,.974,2,.42,0.007,.03,0.00%,1.49,15.00,18.50,1B
154,1878,155,Sep 24,LAD,,SFG,W3-2,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.332,.408,.560,.968,2,1.20,-0.123,.09,-0.01%,-0.94,0.00,0.00,1B
155,1879,156,Sep 26 (1),LAD,@,COL,L1-4,CG,5,4,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.332,.408,.558,.966,2,1.00,-0.097,.06,0.00%,-1.16,5.00,6.00,1B
156,1880,157,Sep 26 (2),LAD,@,COL,W11-2,CG,6,4,2,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,.333,.410,.564,.974,2,.28,-0.004,.01,0.00%,2.50,27.00,37.40,1B
157,1881,158,Sep 27,LAD,@,COL,W8-2,GS-9,5,3,1,1,0,0,1,3,0,0,2,2,0,0,0,0,1,0,.333,.412,.568,.979,2,.81,0.119,.04,0.00%,3.50,27.00,37.70,1B
158,1882,159,Sep 28,LAD,@,COL,L5-14,GS-5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.331,.410,.565,.975,2,.70,-0.064,.05,0.00%,-1.08,0.00,0.00,1B
159,1883,160,Sep 29,LAD,@,SFG,W6-2,CG,4,4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.334,.412,.572,.984,2,.48,0.175,.02,0.00%,1.44,26.00,34.10,1B
160,1884,161,Sep 30,LAD,@,SFG,L1-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.333,.411,.570,.981,2,1.52,-0.142,.08,-0.01%,-1.12,3.00,3.00,1B
161,1885,162,Oct 1,LAD,@,SFG,W5-2,CG,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.331,.410,.567,.976,2,.78,-0.062,.01,0.00%,-0.96,2.00,3.00,1B
,,,,,,,99-62,,730,637,131,211,59,2,29,102,72,12,121,16,0,5,6,14,23,1,.331,.410,.567,.976,,.97,4.255,.91,3.05%,68.38,1721.00,2261.20,
